2015-08-22 16:27:00,466 INFO  io.prediction.data.storage.hbase.HBLEvents [main] - The table pio_event:events_1 doesn't exist yet. Creating now...
2015-08-22 16:27:05,789 INFO  io.prediction.tools.console.App$ [main] - Initialized Event Store for this app ID: 1.
2015-08-22 16:27:05,816 INFO  io.prediction.tools.console.App$ [main] - Created new app:
2015-08-22 16:27:05,817 INFO  io.prediction.tools.console.App$ [main] -       Name: MyApp1
2015-08-22 16:27:05,818 INFO  io.prediction.tools.console.App$ [main] -         ID: 1
2015-08-22 16:27:05,818 INFO  io.prediction.tools.console.App$ [main] - Access Key: pAzs6J8tkYzCGV4C2gF5RJmeOEctHjV4a2witXeObX9puDYt4qGooIQsUL340zR3
2015-08-22 16:27:37,065 INFO  io.prediction.tools.console.App$ [main] -                 Name |   ID |                                                       Access Key | Allowed Event(s)
2015-08-22 16:27:37,118 INFO  io.prediction.tools.console.App$ [main] -               MyApp1 |    1 | pAzs6J8tkYzCGV4C2gF5RJmeOEctHjV4a2witXeObX9puDYt4qGooIQsUL340zR3 | (all)
2015-08-22 16:27:37,119 INFO  io.prediction.tools.console.App$ [main] - Finished listing 1 app(s).
2015-08-22 17:01:19,675 INFO  io.prediction.tools.console.Console$ [main] - Using command '/Users/peterbugaj/PredictionIO/sbt/sbt' at the current working directory to build.
2015-08-22 17:01:19,677 INFO  io.prediction.tools.console.Console$ [main] - If the path above is incorrect, this process will fail.
2015-08-22 17:01:19,679 INFO  io.prediction.tools.console.Console$ [main] - Uber JAR disabled. Making sure lib/pio-assembly-0.9.4.jar is absent.
2015-08-22 17:01:19,680 INFO  io.prediction.tools.console.Console$ [main] - Going to run: /Users/peterbugaj/PredictionIO/sbt/sbt  package assemblyPackageDependency
2015-08-22 17:01:20,232 DEBUG io.prediction.workflow.UpgradeCheckRunner [Thread-0] - Update metainfo not found. http://direct.prediction.io/0.9.4/build/Piotrekoper.ProductRankingEngine.json
2015-08-22 17:01:20,817 INFO  io.prediction.tools.console.Console$ [Thread-2] - Getting org.scala-sbt sbt 0.13.7 ...
2015-08-22 17:02:35,526 INFO  io.prediction.tools.console.Console$ [Thread-2] - downloading https://repo.typesafe.com/typesafe/ivy-releases/org.scala-sbt/sbt/0.13.7/jars/sbt.jar ...
2015-08-22 17:02:36,763 INFO  io.prediction.tools.console.Console$ [Thread-2] - 	[SUCCESSFUL ] org.scala-sbt#sbt;0.13.7!sbt.jar (1541ms)
2015-08-22 17:02:36,764 INFO  io.prediction.tools.console.Console$ [Thread-2] - downloading https://repo1.maven.org/maven2/org/scala-lang/scala-library/2.10.4/scala-library-2.10.4.jar ...
2015-08-22 17:02:41,213 INFO  io.prediction.tools.console.Console$ [Thread-2] - 	[SUCCESSFUL ] org.scala-lang#scala-library;2.10.4!scala-library.jar (4449ms)
2015-08-22 17:02:41,491 INFO  io.prediction.tools.console.Console$ [Thread-2] - downloading https://repo.typesafe.com/typesafe/ivy-releases/org.scala-sbt/main/0.13.7/jars/main.jar ...
2015-08-22 17:02:44,743 INFO  io.prediction.tools.console.Console$ [Thread-2] - 	[SUCCESSFUL ] org.scala-sbt#main;0.13.7!main.jar (3529ms)
2015-08-22 17:02:45,059 INFO  io.prediction.tools.console.Console$ [Thread-2] - downloading https://repo.typesafe.com/typesafe/ivy-releases/org.scala-sbt/compiler-interface/0.13.7/jars/compiler-interface-src.jar ...
